AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Tissue Engineering,Regenerative Medicine
,,,,Yeo B.S.(35099678500),,,,,
,,,,Handoko A.D.(36130335200),,,,,
,,,,Kilner J.A.(36987883500),,,,,
,,,,Li C.(55976810000),,,,,
,,,,Chan K.W.(57020378100),,,,,
,,,,Skinner S.J.(57191513962),,,,,
,,,,Walker R.J.(57207420981),,,,,
,,,,Lu J.(57200213841),,,,,
,,,,Hogan T.(18041591000),,,,,
,,,,Yates A.J.(35742438800),,,,,
,,,,Rane S.(55988417400),,,,,
,,,,Sladky R.(36086859900),,,,,
,,,,Bibikov S.(36809179400),,,,,
,,,,Nikonorov A.(36810443400),,,,,
,,,,Koush Y.(37037569900),,,,,
,,,,Zeidman P.(38962379500),,,,,
,,,,Prilepin E.(57163931400),,,,,
,,,,De Ville D.V.(57190063482),,,,,
,,,,Scharnowski F.(57203629504),,,,,
,,,,Ghanchi F.(6602125798),,,,,
,,,,Amoaku W.M.(6701405810),,,,,
,,,,Gavin M.(7005845780),,,,,
,,,,Menon G.(7102109213),,,,,
,,,,Johnston R.L.(7403678474),,,,,
,,,,Gale R.(23990809300),,,,,
,,,,Mahmood S.(23995482000),,,,,
,,,,Gibson J.(35398710300),,,,,
,,,,Kelly S.(35565333500),,,,,
,,,,Talks J.(57196025212),,,,,
,,,,Coutsoudis A.(7006806446),,,,,
,,,,Chetty T.(55352876200),,,,,
,,,,Newell M.L.(57203759981),,,,,
,,,,Vadgama B.(6506439477),,,,,
,,,,Mein C.(6603586476),,,,,
,,,,Aziz Q.(7004176082),,,,,
,,,,Cohen M.M.(7405990539),,,,,
,,,,Terry A.(8563471100),,,,,
,,,,Harmer S.C.(8832929000),,,,,
,,,,Fowler D.J.(11839799700),,,,,
,,,,Cartwright J.(57204863349),,,,,
,,,,Struebig M.(57210575721),,,,,
,,,,Donaldson I.(57213469657),,,,,
,,,,Goldstone A.H.(35373669600),,,,,
,,,,Bustraan S.(57028459400),,,,,
,,,,Dickson G.J.(57210095645),,,,,
,,,,Ali A.(57218951576),,,,,
,,,,Verrico C.(6603433075),,,,,
,,,,De La Garza R.(7003906211),,,,,
,,,,Newton T.(7102322515),,,,,
,,,,Mahoney J.(15071197700),,,,,
,,,,Thompson-Lake D.(55990274200),,,,,
,,,,Ehlers A.(7101775239),,,,,
,,,,Spanlang B.(25723936000),,,,,
,,,,Reeve S.(56878706700),,,,,
,,,,Robinson A.(57198871567),,,,,
,,,,Lempert R.(6701652404),,,,,
,,,,Strzepek K.M.(7003305696),,,,,
,,,,Joyce B.(7102210081),,,,,
,,,,Neumann J.E.(7202752668),,,,,
,,,,Groves D.G.(12239774000),,,,,
,,,,Cervigni R.(15844937100),,,,,
,,,,Huber-Lee A.(16678791900),,,,,
,,,,Boehlert B.(36520740500),,,,,
,,,,Rogner H.H.(55902500600),,,,,
,,,,Taliotis C.(56040709900),,,,,
,,,,Sridharan V.(57062110900),,,,,
,,,,Shivakumar A.(57062597200),,,,,
,,,,Wojciechowski R.(7004317733),,,,,
,,,,YinWong T.(7403147159),,,,,
,,,,Williams C.(7406216976),,,,,
,,,,Guggenheim J.A.(26532744300),,,,,
,,,,Aung T.(26643141900),,,,,
,,,,Yazar S.(54416584600),,,,,
,,,,JinWang J.(56685737400),,,,,
,,,,Kho P.F.(57000253700),,,,,
,,,,Tideman J.W.L.(57159993300),,,,,
,,,,LYoung T.(57200100847),,,,,
,,,,Noble F.(26634306100),,,,,
,,,,Wong S.H.(55311660700),,,,,
,,,,Lannin N.A.(6602527646),,,,,
,,,,Brodtmann A.(6603660300),,,,,
,,,,Corbett D.(7006245388),,,,,
,,,,Cloud G.(7006885675),,,,,
,,,,Ward N.S.(7102178423),,,,,
,,,,Bernhardt J.(16063082900),,,,,
,,,,Hayward K.S.(36600190500),,,,,
,,,,Churilov L.(55760633900),,,,,
,,,,Kramer S.F.(55779095700),,,,,
,,,,Ratcliffe J.(57040653600),,,,,
,,,,Jolliffe L.(57189978367),,,,,
,,,,Kaffenberger T.(57217073062),,,,,
,,,,Sedikides C.(7003355759),,,,,
,,,,Conner M.(7102385643),,,,,
,,,,Hutter R.(8226267600),,,,,
,,,,Davies L.(57189509837),,,,,
,,,,Sagar J.(49461721200),,,,,
,,,,Fenton J.C.(56213556200),,,,,
,,,,Burnett J.(57197459173),,,,,
,,,,Rowan F.E.(26028683200),,,,,
,,,,Pietrzak J.R.(56504959400),,,,,
,,,,McPherson K.(55544660400),,,,,
,,,,Desjardins A.E.(55840844300),,,,,
,,,,Barburas A.(56968052200),,,,,
,,,,Pike K.C.(54903918000),,,,,
,,,,Kiiveri K.(56403277600),,,,,
,,,,Lindholm V.(56403356600),,,,,
,,,,Vassallo T.(57191419742),,,,,
,,,,Silva F.(16246132100),,,,,
,,,,Qin L.(35960090700),,,,,
,,,,Castillo C.(36117767700),,,,,
,,,,Kingwell-Banham E.(36118119100),,,,,
,,,,Smeenk S.(6507635783),,,,,
,,,,Russek L.(7004178870),,,,,
,,,,Engelbert R.(7004206097),,,,,
,,,,Pacey V.(26039481900),,,,,
,,,,de Wandele I.(38662479200),,,,,
,,,,Scheper M.(55215130300),,,,,
,,,,Juul-Kristensen B.(55897001300),,,,,
,,,,Woinarosky N.(57193664319),,,,,
,,,,Sabo S.(57193666723),,,,,
,,,,Johnson M.(57213466015),,,,,
,,,,Graeff R.(7003614053),,,,,
,,,,Ganesan A.(7006223453),,,,,
,,,,Gosain R.(15720841800),,,,,
,,,,Kunuthur S.(36446055900),,,,,
,,,,Tyser R.(41562209300),,,,,
,,,,Tan N.(55213156000),,,,,
,,,,Zhao Y.J.(56374610700),,,,,
,,,,Foote K.(57192273219),,,,,
,,,,Hess W.P.(7202693690),,,,,
,,,,Halliday M.T.E.(55785179800),,,,,
,,,,Kong D.(34768473800),,,,,
,,,,Du J.(55455075400),,,,,
,,,,Yang X.(56307885200),,,,,
,,,,Chen C.(56308845700),,,,,
,,,,Cheng Y.(56379266700),,,,,
,,,,Tong J.(56392387100),,,,,
,,,,Kyeyune D.(6507768270),,,,,
,,,,Mallewa M.(6508111680),,,,,
,,,,Kennedy N.(7101730459),,,,,
,,,,Uyoga S.(9042273400),,,,,
,,,,Kiguli S.(15051841700),,,,,
,,,,Opoka R.O.(16040229000),,,,,
,,,,Olupot-Olupot P.(23987091400),,,,,
,,,,Wabwire B.(25636073300),,,,,
,,,,M'baya B.(36552670600),,,,,
,,,,Engoru C.(41961132000),,,,,
,,,,Mpoya A.(55621345200),,,,,
,,,,George E.C.(55989124100),,,,,
,,,,Maitland K.(57189230439),,,,,
,,,,Bates I.(57204280700),,,,,
,,,,Jernigan T.(35396891700),,,,,
,,,,Curley L.B.(56732841500),,,,,
,,,,Brown T.(56976984700),,,,,
,,,,Gonzalez M.R.(57192811431),,,,,
,,,,Gomery D.(57201366800),,,,,
,,,,Hewitt A.W.(57220517638),,,,,
,,,,Arora M.(8700408200),,,,,
,,,,Reddy K.S.(35417788900),,,,,
,,,,Sarkar B.K.(55307576600),,,,,
,,,,Ahluwalia J.S.(57198274915),,,,,
,,,,Williamon A.(6602890097),,,,,
,,,,Dow R.(57190303269),,,,,
,,,,Lewis I.(57206379036),,,,,
,,,,Mjörnmark J.U.(57202559738),,,,,
,,,,Karlsson R.(7102776599),,,,,
,,,,Srivastava S.(9534326300),,,,,
,,,,Ray S.(35975419900),,,,,
,,,,Grover Shah V.(56725648400),,,,,
,,,,Mason A.J.(22976280200),,,,,
,,,,Gabrio A.(57205156273),,,,,
,,,,Fowler K.(7103024394),,,,,
,,,,Howie J.M.(55953534200),,,,,
,,,,Dawson H.A.C.(57209341307),,,,,
,,,,Iliev I.T.(7005749078),,,,,
,,,,Dixon K.L.(35185021700),,,,,
,,,,Van Heijst H.(6603422600),,,,,
,,,,Ritsema J.(6603920818),,,,,
,,,,Woodhouse J.(7101723352),,,,,
,,,,Chang S.(13305062600),,,,,
,,,,Ferreira A.(14119629500),,,,,
,,,,Manson F.(6603743798),,,,,
,,,,Lise S.(6701624432),,,,,
,,,,Toomes C.(6701849098),,,,,
,,,,McKibbin M.(7004041333),,,,,
,,,,Inglehearn C.F.(7005833622),,,,,
,,,,Halford S.(7006235933),,,,,
,,,,Downes S.(7006919830),,,,,
,,,,Black G.C.(7102294178),,,,,
,,,,Cipriani V.(23007919800),,,,,
,,,,Blanco-Kelly F.(23026752900),,,,,
,,,,Jacobsen J.O.B.(25932216600),,,,,
,,,,Sergouniotis P.(35323321400),,,,,
,,,,Vulliamy T.(35478756200),,,,,
,,,,Poulter J.(35784796900),,,,,
,,,,Khan K.(36646250000),,,,,
,,,,Hall G.(55675208000),,,,,
,,,,Yu J.(56131132800),,,,,
,,,,Ingram S.(56400512100),,,,,
,,,,Moghul I.(57188684966),,,,,
,,,,Lord E.(57190865561),,,,,
,,,,Ali M.(57192171748),,,,,
,,,,Gillespie R.(57193138490),,,,,
,,,,Withington L.(57195224979),,,,,
,,,,Clark T.(57195228484),,,,,
,,,,Wong T.L.E.(57195229085),,,,,
,,,,Gregory D.S.(57212626471),,,,,
,,,,Nemeth A.M.(57219445987),,,,,
,,,,Smirnova O.(7103207283),,,,,
,,,,Harvey A.G.(26644029000),,,,,
,,,,Morales F.(34880527100),,,,,
,,,,Brigg W.J.(55347856600),,,,,
,,,,Brambila D.S.(55817747700),,,,,
,,,,Kornilaki E.N.(6505957078),,,,,
,,,,Tsivrikos D.(24598393300),,,,,
,,,,Greiner F.(22961335500),,,,,
,,,,Groth S.(55449624200),,,,,
,,,,Bland L.M.(55213540900),,,,,
,,,,Jazeel T.(14019662300),,,,,
,,,,Tumlinson J.(7004749569),,,,,
,,,,Davé R.(7101612676),,,,,
,,,,Kauffmann G.(7102618762),,,,,
,,,,Borthakur S.(15834061700),,,,,
,,,,Moran S.(26654373100),,,,,
,,,,Heckman T.(34570054300),,,,,
,,,,Bordoloi R.(43360937600),,,,,
,,,,Thom C.(56266100900),,,,,
,,,,Morgan J.(16480785500),,,,,
,,,,Mitry D.(25927379600),,,,,
,,,,Blows P.(56037094800),,,,,
,,,,Schubert C.(7103270493),,,,,
,,,,Erkilinç M.S.(37028187400),,,,,
,,,,McDonough P.(7202803142),,,,,
,,,,Corna L.(10241341900),,,,,
,,,,Worts D.(57203548208),,,,,
,,,,Murray T.K.(7401956361),,,,,
,,,,Ahmed Z.(14009978300),,,,,
,,,,Fisher A.(57149750200),,,,,
,,,,Csincsik L.(57200158643),,,,,
,,,,Whitaker R.(57205414203),,,,,
,,,,Bertelli P.M.(57205414819),,,,,
,,,,Lytle G.E.(14007910600),,,,,
,,,,Tan J.(56925861400),,,,,
,,,,Buchli V.(26034565200),,,,,
,,,,Meyer J.P.(36945644000),,,,,
,,,,D'onofrio A.(57203308579),,,,,
,,,,Sallo F.B.(6505969871),,,,,
,,,,Clemons T.E.(6603332729),,,,,
,,,,Leung I.(21743201400),,,,,
,,,,Charchar F.J.(6602114776),,,,,
,,,,O’Brien B.J.(13005675300),,,,,
,,,,Denham J.(55813337000),,,,,
,,,,Brown N.J.(57189336002),,,,,
,,,,Buch M.H.(7003995450),,,,,
,,,,Ong V.(8398311200),,,,,
,,,,Bosello S.(12777276300),,,,,
,,,,Abignano G.(26031269600),,,,,
,,,,Messenger M.(36770624500),,,,,
,,,,Hutchinson M.(55863215700),,,,,
,,,,Blagojevic J.(55919075900),,,,,
,,,,Bissell L.A.(56123949200),,,,,
,,,,Dumitru R.B.(57188631952),,,,,
,,,,Eng S.(57215276730),,,,,
,,,,de Carvalho L.(8585947800),,,,,
,,,,Evangelopoulos D.(36880628000),,,,,
,,,,Figueira R.(55204978000),,,,,
,,,,Switzer A.(56528525300),,,,,
,,,,Brown D.(56902725200),,,,,
,,,,Wigneshweraraj S.(57204263627),,,,,
,,,,Paczesny S.(6507203715),,,,,
,,,,Roers A.(6603006953),,,,,
,,,,Takemoto C.M.(6701732992),,,,,
,,,,Kapur R.(7102877310),,,,,
,,,,Janga S.C.(7801631748),,,,,
,,,,Mali R.S.(8623915100),,,,,
,,,,Gerbaulet A.(12445755500),,,,,
,,,,Tiu R.V.(14424616500),,,,,
,,,,Visconte V.(16445211800),,,,,
,,,,Palam L.R.(24279897200),,,,,
,,,,Ramdas B.(24338827100),,,,,
,,,,Xu M.(35308080600),,,,,
,,,,Srivatsan S.N.(57216903016),,,,,
,,,,DeLuca G.C.(24464444700),,,,,
,,,,Yates R.L.(56526285800),,,,,
,,,,Brooks S.J.(7401651179),,,,,
,,,,Jones V.J.(23044212200),,,,,
,,,,Self A.E.(23478887200),,,,,
,,,,Weller I.V.D.(7006670054),,,,,
,,,,Hakim J.G.(7102948186),,,,,
,,,,Sibanda E.L.(37082162700),,,,,
,,,,Trani J.F.(24465947100),,,,,
,,,,Mishra N.N.(25931640200),,,,,
,,,,Bakhshi P.(35620074100),,,,,
,,,,Kuhlberg J.(35746650000),,,,,
,,,,Narayanan S.S.(56530129700),,,,,
,,,,Venkataraman H.(56588838500),,,,,
,,,,Groce N.E.(57204340273),,,,,
,,,,Randriana Z.(57194054904),,,,,
,,,,Hadj-Hammou J.(57197842422),,,,,
,,,,Long S.(57206631332),,,,,
,,,,Wojda U.(6602550091),,,,,
,,,,Martin-Requero A.(6603833220),,,,,
,,,,Białopiotrowicz E.(36100070900),,,,,
,,,,Alquézar C.(36154659700),,,,,
,,,,Wojsiat J.(37055064200),,,,,
,,,,Zdioruk M.(54788720800),,,,,
,,,,Laskowska-Kaszub K.(55878393900),,,,,
,,,,De Fátima Cavalcanti Dos Santos L.(57190044962),,,,,
,,,,Guerios L.(57190048496),,,,,
,,,,Castillo J.(55766041200),,,,,
,,,,Blanco M.(55991957100),,,,,
,,,,Salloway S.P.(7003840992),,,,,
,,,,Sperling R.(7101961665),,,,,
,,,,Black R.S.(7402324551),,,,,
,,,,Brashear H.R.(55880140400),,,,,
,,,,Wang D.(56009596900),,,,,
,,,,Ketter N.(57194486125),,,,,
,,,,Rofael H.(57202335036),,,,,
,,,,Carr S.(57202891230),,,,,
,,,,Martland T.(6602804323),,,,,
,,,,Sills G.J.(7005781882),,,,,
,,,,Marson A.G.(7006387194),,,,,
,,,,Appleton R.(7006707014),,,,,
,,,,Jaki T.(9846641800),,,,,
,,,,Pellock J.M.(35512496700),,,,,
,,,,Hampson L.V.(55252311200),,,,,
,,,,Smith P.E.M.(55566029500),,,,,
,,,,Wadsworth I.(57191157699),,,,,
,,,,Yu X.(7404114635),,,,,
,,,,Boras G.(57203923596),,,,,
,,,,Xu J.(57203924480),,,,,
,,,,Zeng H.(57205017416),,,,,
,,,,Cassiman D.(6602482113),,,,,
,,,,De Keersmaecker K.(24070397400),,,,,
,,,,Vermeersch P.(26030725800),,,,,
,,,,Fendt S.M.(26644060600),,,,,
,,,,Verbeeck J.(35189605900),,,,,
,,,,Kampen K.R.(36731177300),,,,,
,,,,Girardi T.(36999235700),,,,,
,,,,Sulima S.O.(56080079100),,,,,
,,,,Rinaldi G.(56667052200),,,,,
,,,,Royaert J.(57201023768),,,,,
,,,,Vereecke S.(57201028981),,,,,
,,,,Verbelen B.(57202579784),,,,,
,,,,Op de Beeck J.(57202587601),,,,,
,,,,Cools J.(57207510606),,,,,
,,,,Fancello L.(57208986067),,,,,
,,,,Planque M.(57216918396),,,,,
,,,,Xu X.(55706284200),,,,,
,,,,Lee T.C.(35119311000),,,,,
,,,,Ellis E.(56013769900),,,,,
,,,,Choi E.(57199153866),,,,,
,,,,Jeong H.H.(57206847243),,,,,
,,,,Garcia L.(57189756977),,,,,
,,,,Bakker A.(9634128500),,,,,
,,,,Derry J.(22950052200),,,,,
,,,,Noorloos R.(57198768811),,,,,
,,,,Taylor S.D.(57198779823),,,,,
,,,,Somerset S.(6602564659),,,,,
,,,,De-Graft Aikins A.(15118884800),,,,,
,,,,Mnatzaganian G.(15830390300),,,,,
,,,,Chan C.K.Y.(37261026700),,,,,
,,,,Baatiema L.(55775609400),,,,,
,,,,Sav A.(57189334648),,,,,
,,,,Turner P.(7402095559),,,,,
,,,,Van Aartsen J.J.(35977000400),,,,,
,,,,Day N.P.J.(36071528500),,,,,
,,,,Giess A.(53663441600),,,,,
,,,,Sheppard A.E.(56428668100),,,,,
,,,,Suy K.(56910106800),,,,,
,,,,Phot N.(57190489337),,,,,
,,,,Moore C.E.(57195934063),,,,,
,,,,Davies T.(57203052211),,,,,
,,,,Mao S.(57207758559),,,,,
,,,,Gehrke T.(14013843900),,,,,
,,,,de Villiers D.(56572440800),,,,,
,,,,Khatkar H.(56925340800),,,,,
,,,,Caccialanza R.(7801603470),,,,,
,,,,Calogero R.(14059513700),,,,,
,,,,Gaudio S.(36617443000),,,,,
,,,,Zanetti M.A.(56470353500),,,,,
,,,,Mory A.J.(6603238628),,,,,
,,,,Håkansson E.(6603690249),,,,,
,,,,Keep M.(7003467562),,,,,
,,,,Backhouse J.(7003617274),,,,,
,,,,Haig D.W.(7005499773),,,,,
,,,,Nicoll R.S.(7101961757),,,,,
,,,,Ernst A.(7103004960),,,,,
,,,,Shi G.R.(7402432869),,,,,
,,,,McCartain E.(14012457600),,,,,
,,,,Peyrot D.(23028933500),,,,,
,,,,Bevan J.C.(56401586200),,,,,
,,,,Santos Z.D.(56914997400),,,,,
,,,,Kossavaya O.(57192315270),,,,,
,,,,Hunter A.W.(57203052735),,,,,
,,,,Davydov V.I.(57203253221),,,,,
,,,,Martin S.K.(57208658834),,,,,
,,,,Bismarck A.(7004175356),,,,,
,,,,Qian H.(49964365700),,,,,
,,,,Greenhalgh E.S.(57203253208),,,,,
,,,,Corni S.(6601962180),,,,,
,,,,Esposito G.(7202317328),,,,,
,,,,Brancolini G.(8387416700),,,,,
,,,,Fogolari F.(56233125800),,,,,
,,,,Cantarutti C.(56926809200),,,,,
,,,,Maschio M.(57201133294),,,,,
,,,,Steed J.(57204744535),,,,,
,,,,Larsson H.B.W.(57212154642),,,,,
,,,,Artim-Esen B.(8668635900),,,,,
,,,,Wincup C.(57195557869),,,,,
,,,,Albay A.(57209209118),,,,,
,,,,Dearmond S.J.(7006164828),,,,,
,,,,Rankin K.D.(7006821977),,,,,
,,,,Huang E.J.(8048570300),,,,,
,,,,Grinberg L.T.(14829091300),,,,,
,,,,Thibodeau M.P.(16203923900),,,,,
,,,,Sidhu M.(36168747300),,,,,
,,,,Gaus S.E.(57071642400),,,,,
,,,,Hua A.(57189026970),,,,,
,,,,Sible I.(57202361139),,,,,
,,,,Perry D.C.(57210856607),,,,,
,,,,Carter A.(15831049200),,,,,
,,,,Marshall H.(35974978800),,,,,
,,,,Ashford A.(55675553300),,,,,
,,,,Mortensen M.(7006427065),,,,,
,,,,Hannan S.(56654984900),,,,,
,,,,Furniss S.(7004099203),,,,,
,,,,Sulke N.(7004131426),,,,,
,,,,Round P.(16553149800),,,,,
,,,,Sugihara C.(56526957300),,,,,
,,,,Shunmugam S.R.(57200691272),,,,,
,,,,Al-Shamkhani A.(6603684074),,,,,
,,,,Buchan S.L.(6701356992),,,,,
,,,,Croft M.(7005225169),,,,,
,,,,Carpenter B.(7102495795),,,,,
,,,,Sykes M.(7202153535),,,,,
,,,,Freeman G.J.(7202722149),,,,,
,,,,Bennett C.L.(7401715179),,,,,
,,,,Flutter B.(12770706300),,,,,
,,,,Manzo T.(36889860300),,,,,
,,,,Edwards N.(37021492600),,,,,
,,,,Sivakumaran S.(37021763700),,,,,
,,,,Rogel A.(37079444600),,,,,
,,,,Zhang L.(56457148100),,,,,
,,,,Mitchison H.M.(7003490596),,,,,
,,,,Winyard P.J.(7005108338),,,,,
,,,,Scambler P.J.(7006489319),,,,,
,,,,Knoers N.V.(7007013279),,,,,
,,,,Hogg C.(17834731500),,,,,
,,,,Hattingh L.(21934112700),,,,,
,,,,Watson C.M.(26641540800),,,,,
,,,,Moya E.(35337596500),,,,,
,,,,van de Hoek G.(36483610600),,,,,
,,,,Berry I.R.(54584797600),,,,,
,,,,Patel M.P.(54955476600),,,,,
,,,,Adler B.(55180936000),,,,,
,,,,Sheridan E.(55778501400),,,,,
,,,,Hartill V.L.(55967556100),,,,,
,,,,Yates R.(56376163000),,,,,
,,,,Little R.(57200912054),,,,,
,,,,Parkes E.(57200913999),,,,,
,,,,Abdelmottaleb D.(57200914316),,,,,
,,,,Shenoy A.(57200914826),,,,,
,,,,Norris D.(57216997303),,,,,
,,,,Davies T.(55605786800),,,,,
,,,,Haber N.(56950870900),,,,,
,,,,Chang A.Y.(57161914900),,,,,
,,,,Theou O.(23398558600),,,,,
,,,,Cahill L.(35087909400),,,,,
,,,,Blodgett J.M.(56333770000),,,,,
,,,,Jayanama K.(56891667000),,,,,
,,,,Lobban F.(6506642330),,,,,
,,,,Siddle R.(6602983888),,,,,
,,,,Sutton C.J.(7102231356),,,,,
,,,,Walker A.(7403910759),,,,,
,,,,Barraclough J.(24398538000),,,,,
,,,,Mateus C.(36981803100),,,,,
,,,,Jones S.H.(55330903800),,,,,
,,,,Fisher N.R.(56462207400),,,,,
,,,,Appelbe D.(56685037400),,,,,
,,,,O'Hanlon P.(57190138452),,,,,
,,,,Foster S.(57194198867),,,,,
,,,,Mezes B.(57195053359),,,,,
,,,,Appleton V.(57200130485),,,,,
,,,,Bowland J.(57200135098),,,,,
,,,,Lewis E.(57200711933),,,,,
,,,,Rycroft-Malone J.(57207496937),,,,,
,,,,St.-Onge J.(6602690296),,,,,
,,,,Chiaverini C.(6603023170),,,,,
,,,,Hadj-Rabia S.(6603382575),,,,,
,,,,Vabres P.(7004015324),,,,,
,,,,Bourrat E.(7004022623),,,,,
,,,,O'Shaughnessy R.(7004306801),,,,,
,,,,Patton E.E.(7005342711),,,,,
,,,,Hamm H.(7102223342),,,,,
,,,,Glover M.(7103152448),,,,,
,,,,Lacour J.P.(7202538109),,,,,
,,,,Rivière J.B.(7203057503),,,,,
,,,,Bagazgoitia L.(23491663000),,,,,
,,,,Groesser L.(23976137100),,,,,
,,,,Zeng Z.(35752650200),,,,,
,,,,Happle R.(36037950000),,,,,
,,,,Duffourd Y.(41661240300),,,,,
,,,,Mushtaq I.(54906493500),,,,,
,,,,Aubert H.(54952640600),,,,,
,,,,Thomas A.C.(55448712600),,,,,
,,,,Barbarot S.(55667526200),,,,,
,,,,Al-Olabi L.(56115015700),,,,,
,,,,Atherton D.J.(57202478343),,,,,
,,,,Wobser M.(57202594748),,,,,
,,,,Flohr C.(6603013344),,,,,
,,,,Wedgeworth E.(26039566200),,,,,
,,,,Boyce A.(55221204600),,,,,
,,,,Svensson Å.(55293247800),,,,,
,,,,Khan M.(57196326902),,,,,
,,,,Rindova V.(6602650556),,,,,
,,,,Dalpiaz E.(37057151900),,,,,
,,,,Ravasi D.(56006342100),,,,,
,,,,Puntil D.(57195543911),,,,,
,,,,Colaiacomo S.(57201991099),,,,,
,,,,Werfli K.(56800923400),,,,,
,,,,Hassan N.(57191586669),,,,,
,,,,Schwanethal J.(6506569994),,,,,
,,,,Condon D.J.(6603041005),,,,,
,,,,Danišík M.(12239479000),,,,,
,,,,Rittner M.(25321162000),,,,,
,,,,Chen W.(48960969200),,,,,
,,,,Morris N.(56080360700),,,,,
,,,,Heffernan C.(8774242500),,,,,
,,,,Benson J.(7401802291),,,,,
,,,,Sholl M.(6701880627),,,,,
,,,,Levi M.(8071936800),,,,,
,,,,Miller T.(57198615491),,,,,
,,,,Borrion H.(22233563100),,,,,
,,,,Smerup M.(6507198225),,,,,
,,,,Niederer P.(7005315501),,,,,
,,,,Zhao J.(14065624800),,,,,
,,,,Jarvis J.C.(16151212100),,,,,
,,,,Agger P.(26028779700),,,,,
,,,,Lunkenheimer P.P.(35876667900),,,,,
,,,,Stephenson R.S.(37110307200),,,,,
,,,,Gaughran F.(6602336142),,,,,
,,,,Lopez-Morinigo J.(34971723600),,,,,
,,,,Stilo S.A.(35763823400),,,,,
,,,,Gardner-Sood P.(55701629400),,,,,
,,,,Ajnakina O.(56080212900),,,,,
,,,,Forti M.D.(57203530520),,,,,
,,,,David A.S.(57208765987),,,,,
,,,,Wallace V.P.(7005737664),,,,,
,,,,Fitzgerald A.J.(7102904013),,,,,
,,,,Cariati M.(25622967100),,,,,
,,,,Purushotham A.(26632662300),,,,,
,,,,Portieri A.(34971916100),,,,,
,,,,Pepper M.(55490162700),,,,,
,,,,Grootendorst M.R.(55948434200),,,,,
,,,,Young M.R.(57194454277),,,,,
,,,,De Koning S.G.B.(57219005278),,,,,
,,,,Marken R.S.(6603143080),,,,,
,,,,Mansell W.(6701805606),,,,,
,,,,Tai S.J.(8264661200),,,,,
,,,,Carey T.A.(35094972700),,,,,
,,,,Griffiths R.(57194502535),,,,,
,,,,Xuereb K.(57191967127),,,,,
,,,,Parkin I.P.(57220500364),,,,,
,,,,Maris E.(6603784499),,,,,
,,,,van Ede F.(35759550000),,,,,
,,,,Dimitriadis G.(56175227300),,,,,
,,,,Fransen A.M.M.(56175553300),,,,,
,,,,Copp A.(7006634311),,,,,
,,,,Taipaleenmaki H.(8699211500),,,,,
,,,,Savery D.(10539322200),,,,,
,,,,Van Wijnen A.(16949544200),,,,,
,,,,Price J.(24330069200),,,,,
,,,,Lanyon L.(35597327700),,,,,
,,,,Meakin L.(37004819100),,,,,
,,,,Delisser P.(47961011500),,,,,
,,,,Stein G.(57203080783),,,,,
,,,,Heutz S.(6603651361),,,,,
,,,,Long N.J.(7101727059),,,,,
,,,,Albrecht T.(9743980800),,,,,
,,,,Inkpen M.S.(54917493700),,,,,
,,,,Robaschik P.(55615004000),,,,,
,,,,Wilson L.E.(57193072019),,,,,
,,,,Leber R.(57195448124),,,,,
,,,,Pozharitskaya O.N.(6507316589),,,,,
,,,,Makarov V.G.(7401690256),,,,,
,,,,Shikov A.N.(14008343400),,,,,
,,,,Tsitsilin A.N.(57197769494),,,,,
,,,,Brodbelt D.(6603119980),,,,,
,,,,Mcgreevy P.(7004867504),,,,,
,,,,O'Neill D.(7101811057),,,,,
,,,,Thomson P.(7102217056),,,,,
,,,,Church D.(24829288400),,,,,
,,,,Taylor-Brown F.(25229222700),,,,,
,,,,Mablekos-Alexiou A.(57039138200),,,,,
,,,,Ramanan A.V.(7003605847),,,,,
,,,,Compeyrot Lacassagne S.(8210058200),,,,,
,,,,Hickey H.(8733037100),,,,,
,,,,Plumpton C.O.(25960268100),,,,,
,,,,Jones A.P.(26660306600),,,,,
,,,,Hughes D.A.(35570067600),,,,,
,,,,McKay A.(55208580100),,,,,
,,,,Woo P.(55416171000),,,,,
,,,,Hardwick B.(55999128200),,,,,
,,,,Wood E.(56706867700),,,,,
,,,,Culeddu G.(57204056661),,,,,
,,,,Williamson P.R.(57212501855),,,,,
,,,,Zimmerer V.C.(42462737200),,,,,
,,,,Watson S.(56189654100),,,,,
,,,,Turkington D.(57206293992),,,,,
,,,,Mccartan N.(54382137700),,,,,
,,,,Ali A.(56293284900),,,,,
,,,,Ramachadran N.(57193068056),,,,,
,,,,Hamilton-Fletcher G.(56039687500),,,,,
,,,,Manassei M.(57191538728),,,,,
,,,,den Bosch Y.(57191541205),,,,,
,,,,McKinney D.(7006241185),,,,,
,,,,Ernst J.(7202651323),,,,,
,,,,Peters B.(8561294600),,,,,
,,,,Paul S.(34973214600),,,,,
,,,,Lindestam Arlehamn C.(35849123900),,,,,
,,,,Carpenter C.(56785176900),,,,,
,,,,Makgotlho E.(56786588200),,,,,
,,,,Gregg Y.(57190747255),,,,,
,,,,Nchinda A.T.(6507265353),,,,,
,,,,Wittlin S.(6603435031),,,,,
,,,,Chibale K.(6701390378),,,,,
,,,,Basarab G.S.(6701546201),,,,,
,,,,Taylor D.(7406866898),,,,,
,,,,Gibhard L.(26326254000),,,,,
